2410
0.01 0.01 -0.006608522791204219
0.01 0.02 -0.04980605094154
0.01 0.03 -0.08417346173691953
0.01 0.04 -0.1142624030918073
0.01 0.05 -0.14171545697830884
0.01 0.06 -0.16731420977114886
0.01 0.07 -0.19148972481828108
0.01 0.08 -0.21450251064112869
0.01 0.09 -0.23651972729466464
0.01 0.1 -0.2576529032143524
0.01 0.11 -0.27797816055762425
0.01 0.12 -0.2975478489443618
0.01 0.13 -0.3163976106573687
0.01 0.14 -0.3345508577283375
0.01 0.15 -0.3520217041714757
0.01 0.16 -0.3688169340678683
0.01 0.17 -0.3849373437301773
0.01 0.18 -0.400378662446229
0.01 0.19 -0.4151321792257915
0.01 0.2 -0.42918515677221514
0.01 0.21 -0.4425210851646345
0.01 0.22 -0.45511980919061856
0.01 0.23 -0.46695755080322265
0.01 0.24 -0.47800683937513866
0.01 0.25 -0.488236355803775
0.01 0.26 -0.49761069112164313
0.01 0.27 -0.5060900154081269
0.01 0.28 -0.5136296479433997
0.01 0.29 -0.5201795141954271
0.01 0.3 -0.5256834688458724
0.01 0.31 -0.5300784559682475
0.01 0.32 -0.5332934667530265
0.01 0.33 -0.5352482404939236
0.01 0.34 -0.5358516338802864
0.01 0.35 -0.5349995538021156
0.01 0.36 -0.5325723047219391
0.01 0.37 -0.5284311346195093
0.01 0.38 -0.5224136587722611
0.01 0.39 -0.5143276717166518
0.01 0.4 -0.5039425752215614
0.01 0.41 -0.4909771571391498
0.01 0.42 -0.47508155152433673
0.01 0.43 -0.4558094472730563
0.01 0.44 -0.43257290850745667
0.01 0.45 -0.40456361119186446
0.01 0.46 -0.3706018632807786
0.01 0.47 -0.32880449980039544
0.01 0.48 -0.2756718867843643
0.01 0.49 -0.20208794918772993
0.02 0.01 0.02649152658073764
0.02 0.02 -0.03305604107618537
0.02 0.03 -0.07918977588382176
0.02 0.04 -0.11849137425780132
0.02 0.05 -0.15351894468252325
0.02 0.06 -0.1855488092413613
0.02 0.07 -0.21531054233623081
0.02 0.08 -0.2432588590689495
0.02 0.09 -0.26969441599401855
0.02 0.1 -0.2948244466327027
0.02 0.11 -0.31879599747428833
0.02 0.12 -0.3417154022941189
0.02 0.13 -0.3636603040462201
0.02 0.14 -0.38468739096241333
0.02 0.15 -0.40483754287094376
0.02 0.16 -0.4241393455667011
0.02 0.17 -0.4426115384759315
0.02 0.18 -0.4602647416302348
0.02 0.19 -0.47710268028488656
0.02 0.2 -0.4931230483339907
0.02 0.21 -0.5083181033956433
0.02 0.22 -0.5226750552228113
0.02 0.23 -0.5361762881967944
0.02 0.24 -0.5487994440971793
0.02 0.25 -0.5605173806708614
0.02 0.26 -0.5712980131697746
0.02 0.27 -0.5811040389112169
0.02 0.28 -0.5898925382157351
0.02 0.29 -0.5976144380811934
0.02 0.3 -0.6042138169268152
0.02 0.31 -0.6096270188163121
0.02 0.32 -0.6137815325801287
0.02 0.33 -0.6165945735208145
0.02 0.34 -0.6179712803421998
0.02 0.35 -0.6178024035399754
0.02 0.36 -0.6159613070939349
0.02 0.37 -0.6123000216777522
0.02 0.38 -0.6066439550434856
0.02 0.39 -0.5987846477663867
0.02 0.4 -0.5884695914148501
0.02 0.41 -0.5753874629773867
0.02 0.42 -0.5591458770180363
0.02 0.43 -0.5392362280257822
0.02 0.44 -0.5149746405406015
0.02 0.45 -0.48539443881828315
0.02 0.46 -0.4490268891731266
0.02 0.47 -0.40337026580745683
0.02 0.48 -0.3431438356230088
0.03 0.01 0.06109236160340664
0.03 0.02 -0.011061675713105956
0.03 0.03 -0.06687322888495872
0.03 0.04 -0.11404586242101772
0.03 0.05 -0.15571076231938585
0.03 0.06 -0.19347909905440297
0.03 0.07 -0.22829382937137377
0.03 0.08 -0.2607542486201343
0.03 0.09 -0.2912635763611223
0.03 0.1 -0.3201044452785713
0.03 0.11 -0.34748093381710354
0.03 0.12 -0.3735435275542234
0.03 0.13 -0.39840471075562667
0.03 0.14 -0.42214910693375307
0.03 0.15 -0.4448402926913667
0.03 0.16 -0.46652549742590343
0.03 0.17 -0.4872389113842641
0.03 0.18 -0.5070040482733592
0.03 0.19 -0.525835446360327
0.03 0.2 -0.5437398931764894
0.03 0.21 -0.5607172967380429
0.03 0.22 -0.5767612857823621
0.03 0.23 -0.5918595943847573
0.03 0.24 -0.6059942674118051
0.03 0.25 -0.6191417094664751
0.03 0.26 -0.6312725892761195
0.03 0.27 -0.6423516024855249
0.03 0.28 -0.6523370875012969
0.03 0.29 -0.6611804804915675
0.03 0.3 -0.668825585964014
0.03 0.31 -0.6752076274434267
0.03 0.32 -0.6802520271988909
0.03 0.33 -0.6838728426243168
0.03 0.34 -0.6859707565181903
0.03 0.35 -0.6864304739541791
0.03 0.36 -0.6851173110725804
0.03 0.37 -0.6818726561332332
0.03 0.38 -0.6765078140579286
0.03 0.39 -0.6687954630213053
0.03 0.4 -0.6584574585592254
0.03 0.41 -0.645146816089455
0.03 0.42 -0.6284199395175731
0.03 0.43 -0.607691459513386
0.03 0.44 -0.5821554862453382
0.03 0.45 -0.5506346441340744
0.03 0.46 -0.5112479802509636
0.03 0.47 -0.46049798047737645
0.03 0.48 -0.3892706087200289
0.04 0.01 0.09515349499089754
0.04 0.02 0.01271064810667949
0.04 0.03 -0.05133841067976819
0.04 0.04 -0.1053934850558963
0.04 0.05 -0.15297293671330658
0.04 0.06 -0.1959273672889259
0.04 0.07 -0.2353587517423268
0.04 0.08 -0.2719776022675784
0.04 0.09 -0.3062680445871655
0.04 0.1 -0.3385734184900202
0.04 0.11 -0.3691445042927741
0.04 0.12 -0.39816845728510164
0.04 0.13 -0.4257870456739967
0.04 0.14 -0.45210860991567603
0.04 0.15 -0.4772161598903546
0.04 0.16 -0.5011730005192323
0.04 0.17 -0.5240267205306465
0.04 0.18 -0.5458120634021622
0.04 0.19 -0.5665530128576116
0.04 0.2 -0.5862643109439433
0.04 0.21 -0.6049525543402533
0.04 0.22 -0.6226169673014543
0.04 0.23 -0.6392499177859214
0.04 0.24 -0.6548372210493665
0.04 0.25 -0.6693582587032382
0.04 0.26 -0.6827859285984513
0.04 0.27 -0.6950864302893779
0.04 0.28 -0.7062188810313867
0.04 0.29 -0.7161347471985858
0.04 0.3 -0.72477706457921
0.04 0.31 -0.7320794068954812
0.04 0.32 -0.7379645433139704
0.04 0.33 -0.7423427000263547
0.04 0.34 -0.745109304084
0.04 0.35 -0.7461420328903361
0.04 0.36 -0.7452969088325049
0.04 0.37 -0.7424030457405791
0.04 0.38 -0.7372554362055848
0.04 0.39 -0.7296047975189901
0.04 0.4 -0.7191428306449916
0.04 0.41 -0.7054799941811902
0.04 0.42 -0.6881103661802392
0.04 0.43 -0.6663526117596077
0.04 0.44 -0.6392424685551301
0.04 0.45 -0.6053135034094004
0.04 0.46 -0.5620661913221308
0.04 0.47 -0.5042219123480509
0.05 0.01 0.12812930780940085
0.05 0.02 0.03698379396546353
0.05 0.03 -0.03424422428491258
0.05 0.04 -0.09442006812773107
0.05 0.05 -0.147337867754185
0.05 0.06 -0.19502641877846472
0.05 0.07 -0.23870999675286597
0.05 0.08 -0.27918687795363817
0.05 0.09 -0.31700637003908305
0.05 0.1 -0.35256156247001347
0.05 0.11 -0.3861420564061695
0.05 0.12 -0.41796585619006676
0.05 0.13 -0.44819961643905537
0.05 0.14 -0.47697200594751765
0.05 0.15 -0.5043828106083954
0.05 0.16 -0.5305092939012055
0.05 0.17 -0.5554107317547428
0.05 0.18 -0.5791316949243761
0.05 0.19 -0.6017044477478186
0.05 0.2 -0.6231507063676236
0.05 0.21 -0.6434829195365881
0.05 0.22 -0.6627051826798049
0.05 0.23 -0.6808138603822864
0.05 0.24 -0.697797967544876
0.05 0.25 -0.7136393411400876
0.05 0.26 -0.7283126202155399
0.05 0.27 -0.7417850397305267
0.05 0.28 -0.7540160325791005
0.05 0.29 -0.76495662251418
0.05 0.3 -0.7745485773425418
0.05 0.31 -0.7827232751136964
0.05 0.32 -0.7894002138688616
0.05 0.33 -0.7944850645415586
0.05 0.34 -0.7978671215736283
0.05 0.35 -0.7994159380819273
0.05 0.36 -0.7989768271353718
0.05 0.37 -0.7963647413642072
0.05 0.38 -0.7913557602761632
0.05 0.39 -0.7836749214221598
0.05 0.4 -0.7729782268663602
0.05 0.41 -0.7588248931019315
0.05 0.42 -0.7406322083921835
0.05 0.43 -0.7175968026589812
0.05 0.44 -0.6885436977651629
0.05 0.45 -0.6515942300626062
0.05 0.46 -0.6032530795353438
0.05 0.47 -0.5344083210204406
